Wall time,Step,Value
1588341575.5705817,574,0.9200000166893005
1588341575.9495685,577,0.9700000286102295
1588341576.211898,579,0.8700000047683716
1588341576.3375301,580,0.9200000166893005
1588341576.6557343,581,0.8700000047683716
1588341576.7861886,582,0.9200000166893005
1588341576.906899,583,0.8600000143051147
1588341577.0375571,584,0.8600000143051147
1588341577.2805786,586,0.8799999952316284
1588341577.4022453,587,0.9100000262260437
1588341578.226552,592,0.8999999761581421
1588341578.3516755,593,0.9100000262260437
1588341578.868688,597,0.8600000143051147
1588341579.2558072,600,0.9700000286102295
1588341579.6786745,602,0.8899999856948853
1588341580.420788,608,0.9399999976158142
1588341580.6973515,610,0.8799999952316284
1588341581.4692864,615,0.9300000071525574
1588341581.9913125,619,0.8500000238418579
1588341582.1148822,620,0.9100000262260437
1588341582.5158327,622,0.8899999856948853
1588341584.2145414,634,0.8899999856948853
1588341585.2617855,641,0.8999999761581421
1588341585.3874485,642,0.9100000262260437
1588341585.6268232,644,0.8700000047683716
1588341585.748498,645,0.8399999737739563
1588341585.8662155,646,0.9599999785423279
1588341585.986891,647,0.8500000238418579
1588341586.233275,649,0.9100000262260437
1588341586.7611258,652,0.8899999856948853
1588341587.2607718,656,0.9200000166893005
1588341587.4113636,657,0.9200000166893005
1588341588.068477,661,0.8799999952316284
1588341588.4444818,664,0.9100000262260437
1588341588.9839656,668,0.9200000166893005
1588341589.5167458,671,0.9399999976158142
1588341589.6453738,672,0.9100000262260437
1588341589.7682166,673,0.9200000166893005
1588341589.8978772,674,0.8399999737739563
1588341590.029516,675,0.8999999761581421
1588341590.2955267,677,0.8999999761581421
1588341590.4211698,678,0.8799999952316284
1588341590.551827,679,0.8399999737739563
1588341591.137806,682,0.8999999761581421
1588341591.2627041,683,0.8600000143051147
1588341591.4103096,684,0.9100000262260437
1588341591.6712046,686,0.8899999856948853
1588341591.9292512,688,0.9100000262260437
1588341592.047927,689,0.8600000143051147
1588341593.0988479,696,0.9599999785423279
1588341593.5012968,699,0.8799999952316284
1588341594.193317,703,0.9200000166893005
1588341594.5886426,706,0.8799999952316284
1588341594.8993192,708,0.8799999952316284
1588341595.1616158,710,0.9100000262260437
1588341595.8376913,714,0.8799999952316284
1588341596.3500395,718,0.949999988079071
1588341596.8795478,721,0.8899999856948853
1588341597.007097,722,0.8899999856948853
1588341597.1287365,723,0.9200000166893005
1588341597.254427,724,0.8799999952316284
1588341598.070962,730,0.8700000047683716
1588341599.1005542,736,0.8500000238418579
1588341599.454726,738,0.9300000071525574
1588341599.5893662,739,0.8899999856948853
1588341600.3062477,743,0.9200000166893005
1588341600.8342395,746,0.9100000262260437
1588341600.9524312,747,0.8500000238418579
1588341601.3718934,750,0.9300000071525574
1588341601.6520522,751,0.9100000262260437
1588341601.7826712,752,0.9200000166893005
1588341602.042974,754,0.8999999761581421
1588341602.293339,756,0.8899999856948853
1588341603.210453,762,0.9800000190734863
1588341603.6288605,765,0.8999999761581421
1588341603.7779884,766,0.8500000238418579
1588341604.158969,769,0.9300000071525574
1588341604.2813547,770,0.9200000166893005
1588341604.5915134,771,0.8899999856948853
1588341604.9909527,773,0.9300000071525574
1588341605.192412,774,0.8299999833106995
1588341606.1602352,780,0.8899999856948853
1588341606.939151,784,0.9300000071525574
1588341607.0658257,785,0.8899999856948853
1588341607.365018,787,0.9100000262260437
1588341607.645055,789,0.8700000047683716
1588341608.0539455,791,0.8600000143051147
1588341608.1846268,792,0.9700000286102295
1588341608.3182373,793,0.9200000166893005
1588341608.4469256,794,0.8700000047683716
1588341608.5716326,795,0.9100000262260437
1588341608.963922,798,0.8899999856948853
1588341609.2169523,800,0.8600000143051147
1588341609.6208723,802,0.9300000071525574
1588341609.9922395,805,0.8899999856948853
1588341610.2375562,807,0.8799999952316284
1588341610.3711998,808,0.8799999952316284
1588341610.5049152,809,0.8500000238418579
1588341611.4427989,815,0.8999999761581421
1588341611.576658,816,0.9100000262260437
1588341611.83101,818,0.9100000262260437
1588341612.400249,821,0.9700000286102295
1588341612.9523718,825,0.8500000238418579
1588341613.3403337,828,0.8999999761581421
1588341613.8948526,831,0.8899999856948853
1588341614.0245056,832,0.8600000143051147
1588341614.2848103,834,0.8799999952316284
1588341614.5451388,836,0.8600000143051147
1588341614.8114352,838,0.8799999952316284
1588341615.5965471,843,0.8999999761581421
1588341615.9794865,846,0.8600000143051147
1588341616.2478027,848,0.9300000071525574
1588341618.4729238,863,0.8899999856948853
1588341619.01632,867,0.8799999952316284
1588341619.280581,869,0.949999988079071
1588341619.4251935,870,0.8999999761581421
1588341620.0958085,874,0.8999999761581421
1588341620.3547583,876,0.8799999952316284
1588341620.4815083,877,0.8899999856948853
1588341620.8605223,880,0.9300000071525574
1588341621.291356,882,0.949999988079071
1588341621.5477324,884,0.9200000166893005
1588341621.923172,887,0.9100000262260437
1588341622.1929636,889,0.9200000166893005
1588341622.317449,890,0.9700000286102295
1588341622.7418733,892,0.8999999761581421
1588341623.2663066,896,0.8999999761581421
1588341623.7989182,900,0.8999999761581421
1588341624.8522003,907,0.8799999952316284
1588341624.9788623,908,0.9399999976158142
1588341625.1125033,909,0.8899999856948853
1588341625.2441506,910,0.9300000071525574
1588341625.646923,912,0.9100000262260437
1588341626.0520446,915,0.8700000047683716
1588341626.1866517,916,0.8999999761581421
1588341626.3193052,917,0.8799999952316284
1588341626.7192285,920,0.9300000071525574
1588341627.011284,921,0.9200000166893005
1588341627.1559873,922,0.8600000143051147
1588341627.2829921,923,0.8899999856948853
1588341628.4658797,931,0.9200000166893005
1588341628.5911393,932,0.9100000262260437
1588341628.999768,935,0.9200000166893005
1588341630.0444295,942,0.8799999952316284
1588341630.4493582,945,0.8600000143051147
1588341631.6278136,953,0.9399999976158142
1588341631.760967,954,0.8999999761581421
1588341632.0133276,956,0.9200000166893005
1588341632.1446023,957,0.9200000166893005
1588341632.2742543,958,0.9100000262260437
1588341632.8004096,961,0.949999988079071
1588341632.9285502,962,0.9300000071525574
1588341633.2018168,964,0.9200000166893005
1588341633.4491718,966,0.8999999761581421
1588341634.2601144,971,0.9100000262260437
1588341634.3908954,972,0.9200000166893005
1588341634.9174864,976,0.8899999856948853
1588341635.0471323,977,0.9200000166893005
1588341635.1688144,978,0.9200000166893005
1588341635.2880936,979,0.9100000262260437
1588341635.835112,982,0.8899999856948853
1588341635.9737413,983,0.8999999761581421
1588341636.1193838,984,0.9399999976158142
1588341636.524298,987,0.8899999856948853
1588341636.6519597,988,0.9399999976158142
1588341637.8603947,996,0.9100000262260437
1588341638.3861327,1000,0.9599999785423279
1588341638.8035245,1002,0.8700000047683716
1588341639.0438886,1004,0.9200000166893005
1588341639.1792648,1005,0.9399999976158142
1588341639.5800867,1008,0.8799999952316284
1588341640.106646,1011,0.9200000166893005
1588341640.2383206,1012,0.8899999856948853
1588341640.3774374,1013,0.8999999761581421
1588341640.5665467,1014,0.8999999761581421
1588341640.9409294,1017,0.9300000071525574
1588341642.1297722,1025,0.9100000262260437
1588341642.3780801,1027,0.9100000262260437
1588341642.6376379,1029,0.8700000047683716
1588341643.0428498,1031,0.9300000071525574
1588341643.1675162,1032,0.9800000190734863
1588341643.5976903,1035,0.8999999761581421
1588341643.867001,1037,0.9300000071525574
1588341644.1209445,1039,0.8700000047683716
1588341644.942271,1044,0.8999999761581421
1588341645.962361,1051,0.9100000262260437
1588341646.0907235,1052,0.9599999785423279
1588341646.4826744,1055,0.9700000286102295
1588341646.7300177,1057,0.9100000262260437
1588341647.694647,1063,0.8999999761581421
1588341647.8292868,1064,0.8700000047683716
1588341648.0917327,1066,0.9200000166893005
1588341648.354027,1068,0.8700000047683716
1588341649.0119574,1072,0.8999999761581421
1588341649.5337017,1076,0.9100000262260437
1588341649.783001,1078,0.8799999952316284
1588341650.585154,1083,0.9100000262260437
1588341650.730621,1084,0.8999999761581421
1588341650.8619397,1085,0.8700000047683716
1588341651.9413092,1092,0.8899999856948853
1588341652.0640187,1093,0.8899999856948853
1588341652.8832102,1099,0.9300000071525574
1588341653.5540903,1103,0.9300000071525574
1588341653.676188,1104,0.8700000047683716
1588341653.807804,1105,0.8600000143051147
1588341655.1518328,1114,0.8899999856948853
1588341655.4111593,1116,0.9200000166893005
1588341655.8261843,1119,0.9200000166893005
1588341656.738758,1125,0.9300000071525574
1588341656.87294,1126,0.8799999952316284
1588341657.3910465,1130,0.9100000262260437
1588341657.9087274,1133,0.8999999761581421
1588341658.0343916,1134,0.9100000262260437
1588341658.1610541,1135,0.8899999856948853
1588341658.5670538,1138,0.9300000071525574
1588341660.1757278,1149,0.8700000047683716
1588341660.7653909,1152,0.9200000166893005
1588341661.1525145,1155,0.9399999976158142
1588341661.3031433,1156,0.9100000262260437
1588341661.4417434,1157,0.9300000071525574
1588341661.833691,1160,0.9100000262260437
1588341662.1140752,1161,0.8899999856948853
1588341662.2426958,1162,0.8799999952316284
1588341664.3459463,1177,0.949999988079071
1588341664.7398927,1180,0.9200000166893005
1588341665.1892037,1182,0.9200000166893005
1588341665.3118844,1183,0.8700000047683716
1588341665.5901344,1185,0.8999999761581421
1588341665.750738,1186,0.8799999952316284
1588341666.1815848,1189,0.9100000262260437
1588341666.7243874,1192,0.9300000071525574
1588341666.8650458,1193,0.8799999952316284
1588341667.1598148,1195,0.8899999856948853
1588341667.4464803,1197,0.9200000166893005
1588341667.737701,1199,0.9100000262260437
1588341668.1655576,1201,0.8600000143051147
1588341668.5461428,1204,0.9200000166893005
1588341668.8066454,1206,0.949999988079071
1588341669.0513847,1208,0.8799999952316284
1588341669.3519728,1210,0.8899999856948853
1588341669.7489116,1212,0.8899999856948853
1588341670.0042636,1214,0.8299999833106995
1588341671.4484203,1224,0.8899999856948853
1588341672.014869,1228,0.9200000166893005
1588341672.6791952,1232,0.9100000262260437
1588341672.8158293,1233,0.8700000047683716
1588341672.9445133,1234,0.9300000071525574
1588341673.190629,1236,0.9200000166893005
1588341673.5695658,1239,0.9100000262260437
1588341674.12559,1242,0.9100000262260437
1588341674.3689637,1244,0.9599999785423279
1588341674.766943,1247,0.8799999952316284
1588341675.6985247,1253,0.8600000143051147
1588341675.9673245,1255,0.9100000262260437
1588341676.2196026,1257,0.8999999761581421
1588341676.3500965,1258,0.949999988079071
1588341676.8979383,1261,0.8799999952316284
1588341677.0281138,1262,0.8399999737739563
1588341677.1557717,1263,0.8799999952316284
1588341677.5762026,1266,0.8600000143051147
1588341678.8427613,1274,0.9100000262260437
1588341679.4900403,1279,0.9399999976158142
1588341679.9624135,1281,0.9399999976158142
1588341680.7479794,1287,0.8899999856948853
1588341681.404141,1291,0.8999999761581421
1588341681.5497758,1292,0.8799999952316284
1588341681.689954,1293,0.949999988079071
1588341681.8324983,1294,0.9100000262260437
1588341682.6079319,1300,0.8899999856948853
1588341683.1541908,1303,0.8999999761581421
1588341684.1462255,1310,0.9399999976158142
1588341684.593074,1312,0.8999999761581421
1588341685.0069835,1315,0.9399999976158142
1588341685.1383495,1316,0.9100000262260437
1588341685.5372884,1319,0.9300000071525574
1588341685.66597,1320,0.8899999856948853
1588341686.482123,1325,0.8799999952316284
1588341686.6226492,1326,0.9200000166893005
1588341686.7433276,1327,0.9200000166893005
1588341687.1363003,1330,0.8799999952316284
1588341687.6925132,1333,0.9100000262260437
1588341687.8401208,1334,0.9300000071525574
1588341687.997407,1335,0.8600000143051147
1588341688.151546,1336,0.8799999952316284
1588341688.273459,1337,0.8799999952316284
1588341689.3537977,1343,0.8999999761581421
1588341690.1326041,1349,0.8799999952316284
1588341691.055675,1355,0.8700000047683716
1588341691.5650642,1359,0.8799999952316284
1588341691.9620125,1361,0.9200000166893005
1588341692.588735,1366,0.949999988079071
1588341693.0770104,1370,0.9200000166893005
1588341694.1103842,1377,0.9300000071525574
1588341694.3651605,1379,0.9399999976158142
1588341694.8800914,1382,0.9200000166893005
1588341695.144716,1384,0.9300000071525574
1588341695.282321,1385,0.8899999856948853
1588341695.6683135,1388,0.8700000047683716
1588341695.7859983,1389,0.9399999976158142
1588341696.1716483,1391,0.8700000047683716
1588341696.300047,1392,0.8899999856948853
1588341696.6922655,1395,0.8700000047683716
1588341699.4129698,1412,0.9200000166893005
1588341699.5679727,1413,0.9200000166893005
1588341699.690642,1414,0.8899999856948853
1588341699.8243062,1415,0.8799999952316284
1588341700.3304472,1419,0.8999999761581421
1588341700.8742337,1422,0.8899999856948853
1588341701.3940754,1426,0.8799999952316284
1588341701.515934,1427,0.9200000166893005
1588341701.6472075,1428,0.9599999785423279
1588341702.3239992,1432,0.9200000166893005
1588341702.4556568,1433,0.9300000071525574
1588341702.5833125,1434,0.8999999761581421
1588341702.8326473,1436,0.9300000071525574
1588341703.0775216,1438,0.8700000047683716
1588341703.3286726,1440,0.8999999761581421
1588341703.7518013,1442,0.8899999856948853
1588341704.7888753,1450,0.9300000071525574
1588341705.6061883,1455,0.9300000071525574
1588341705.7328427,1456,0.8399999737739563
1588341707.044767,1465,0.8999999761581421
1588341707.1723974,1466,0.9300000071525574
1588341708.834024,1477,0.8999999761581421
1588341709.5998645,1482,0.9300000071525574
1588341709.9690995,1485,0.9399999976158142
1588341710.1031206,1486,0.9100000262260437
1588341710.5030499,1489,0.9300000071525574
1588341710.899018,1491,0.9300000071525574
1588341711.0386703,1492,0.9300000071525574
1588341712.0702837,1500,0.9599999785423279
1588341712.3420677,1501,0.9100000262260437
1588341712.4633226,1502,0.8899999856948853
1588341712.5849762,1503,0.9100000262260437
1588341712.9662297,1506,0.8999999761581421
1588341713.2220514,1508,0.9300000071525574
1588341713.3556948,1509,0.9300000071525574
1588341713.4833837,1510,0.8999999761581421
1588341714.8204494,1518,0.949999988079071
1588341715.696495,1523,0.9100000262260437
1588341715.8206997,1524,0.9100000262260437
1588341716.2256784,1527,0.9100000262260437
1588341717.3068705,1534,0.9599999785423279
1588341717.5562692,1536,0.9100000262260437
1588341719.0085948,1546,0.9200000166893005
1588341719.7983856,1551,0.9399999976158142
1588341719.9270983,1552,0.8999999761581421
1588341720.2671723,1554,0.9300000071525574
1588341720.4820945,1555,0.9100000262260437
1588341721.451024,1561,0.8999999761581421
1588341721.5846467,1562,0.9599999785423279
1588341722.3493059,1568,0.8799999952316284
1588341722.4762776,1569,0.9200000166893005
1588341723.790162,1578,0.9200000166893005
1588341724.4389324,1582,0.8999999761581421
1588341724.6912584,1584,0.9300000071525574
1588341725.192109,1588,0.9399999976158142
1588341726.4785428,1597,0.8899999856948853
1588341726.728872,1599,0.9399999976158142
1588341727.24255,1602,0.8999999761581421
1588341727.498832,1604,0.9200000166893005
1588341727.6444416,1605,0.8899999856948853
1588341728.293884,1610,0.9300000071525574
1588341728.9269774,1613,0.9200000166893005
1588341729.6536322,1618,0.8799999952316284
1588341729.9174805,1620,0.9200000166893005
1588341730.577087,1624,0.8799999952316284
1588341730.8563492,1626,0.9300000071525574
1588341730.9869668,1627,0.8500000238418579
1588341731.1156569,1628,0.9399999976158142
1588341731.3659532,1630,0.9399999976158142
1588341731.805467,1632,0.8700000047683716
1588341732.4400084,1637,0.9300000071525574
1588341732.8319619,1640,0.949999988079071
1588341733.2822735,1642,0.949999988079071
1588341733.668044,1645,0.8899999856948853
1588341734.049485,1648,0.8799999952316284
1588341734.703764,1652,0.949999988079071
1588341735.0818546,1655,0.8700000047683716
1588341735.6174524,1659,0.9399999976158142
1588341735.7401183,1660,0.9700000286102295
1588341736.0103643,1661,0.9200000166893005
1588341736.9325697,1668,0.9599999785423279
1588341737.1829224,1670,0.8999999761581421
1588341737.606575,1672,0.8999999761581421
1588341737.982204,1675,0.9300000071525574
1588341738.1108577,1676,0.9100000262260437
1588341739.1415353,1682,0.9200000166893005
1588341739.3100834,1683,0.8799999952316284
1588341739.9090188,1687,0.8700000047683716
1588341740.5767722,1691,0.8999999761581421
1588341740.9805827,1694,0.9399999976158142
1588341741.1082413,1695,0.8700000047683716
1588341741.242457,1696,0.8899999856948853
1588341741.3730805,1697,0.8999999761581421
1588341741.6408706,1699,0.9200000166893005
1588341742.1679885,1702,0.9100000262260437
1588341743.0662932,1709,0.8899999856948853
1588341743.1879394,1710,0.9399999976158142
1588341743.994496,1715,0.8899999856948853
1588341744.2631304,1717,0.8799999952316284
1588341744.3907702,1718,0.8999999761581421
1588341744.5199199,1719,0.9100000262260437
1588341745.8035035,1728,0.8999999761581421
1588341746.4498465,1732,0.9399999976158142
1588341746.601441,1733,0.9300000071525574
1588341746.7251196,1734,0.9200000166893005
1588341746.846763,1735,0.8999999761581421
1588341747.1223001,1737,0.949999988079071
1588341747.8934038,1742,0.9100000262260437
1588341748.021062,1743,0.8500000238418579
1588341748.2764685,1745,0.9300000071525574
1588341748.4121048,1746,0.8999999761581421
1588341748.5517595,1747,0.8999999761581421
1588341748.934759,1750,0.9300000071525574
1588341749.3332727,1752,0.8799999952316284
1588341749.4589043,1753,0.8899999856948853
1588341749.5955358,1754,0.8899999856948853
1588341750.8924,1763,0.9100000262260437
1588341751.2891588,1766,0.8700000047683716
1588341752.650079,1775,0.9399999976158142
1588341753.5592618,1781,0.9300000071525574
1588341753.6860106,1782,0.9399999976158142
1588341754.4574673,1788,0.9200000166893005
1588341754.5931017,1789,0.8999999761581421
1588341754.7157738,1790,0.9599999785423279
1588341755.1182728,1792,0.8999999761581421
1588341755.9207773,1798,0.9100000262260437
1588341756.8482192,1804,0.8899999856948853
1588341756.9768972,1805,0.9399999976158142
1588341758.1522503,1813,0.9100000262260437
1588341758.2822578,1814,0.949999988079071
1588341758.6841803,1817,0.8899999856948853
1588341759.0803232,1820,0.8999999761581421
1588341759.765167,1824,0.9300000071525574
1588341760.0115087,1826,0.8999999761581421
1588341760.530979,1830,0.8899999856948853
1588341761.5045989,1836,0.9200000166893005
1588341762.1025808,1840,0.8600000143051147
1588341762.3784966,1841,0.9599999785423279
1588341762.8172407,1844,0.949999988079071
1588341763.0895,1846,0.9300000071525574
1588341763.5195417,1849,0.9399999976158142
1588341764.2465055,1853,0.9300000071525574
1588341764.505838,1855,0.9100000262260437
1588341764.771487,1857,0.8899999856948853
1588341764.9111407,1858,0.9200000166893005
1588341765.0348136,1859,0.9200000166893005
1588341766.0893455,1866,0.8899999856948853
1588341766.342209,1868,0.949999988079071
1588341766.4794352,1869,0.8899999856948853
1588341767.3789148,1875,0.8600000143051147
1588341767.5095377,1876,0.9200000166893005
1588341767.6516178,1877,0.949999988079071
1588341767.9248133,1879,0.8999999761581421
1588341768.3237612,1881,0.8899999856948853
1588341770.125995,1893,0.9200000166893005
1588341771.5798693,1902,0.8399999737739563
1588341772.1860929,1906,0.9300000071525574
1588341773.028348,1911,0.9200000166893005
1588341773.154011,1912,0.9200000166893005
1588341773.869372,1917,0.8899999856948853
1588341774.0055168,1918,0.9100000262260437
1588341774.1356902,1919,0.9300000071525574
1588341774.8619804,1923,0.8999999761581421
1588341775.0016081,1924,0.9900000095367432
1588341775.9591372,1930,0.9599999785423279
1588341776.7273579,1934,0.9599999785423279
1588341776.8939366,1935,0.9200000166893005
1588341777.0435317,1936,0.9200000166893005
1588341777.3640656,1938,0.9100000262260437
1588341777.527629,1939,0.9300000071525574
1588341778.350075,1944,0.8600000143051147
1588341778.783464,1947,0.949999988079071
1588341779.0790944,1949,0.9100000262260437
1588341779.6146796,1952,0.9200000166893005
1588341780.0191839,1955,0.9399999976158142
1588341780.418544,1958,0.9399999976158142
1588341780.677132,1960,0.9399999976158142
1588341781.6091504,1966,0.9300000071525574
1588341781.7338505,1967,0.9200000166893005
1588341781.9847767,1969,0.9100000262260437
1588341782.3864477,1971,0.9300000071525574
1588341783.533414,1980,0.8799999952316284
1588341783.8142254,1981,0.8999999761581421
1588341783.9451709,1982,0.9300000071525574
1588341784.0678122,1983,0.9100000262260437
1588341785.981885,1997,0.9200000166893005
1588341786.629943,2001,0.9399999976158142
1588341787.1333497,2005,0.8899999856948853
1588341787.2540843,2006,0.8899999856948853
1588341787.6450458,2009,0.9200000166893005
1588341787.774669,2010,0.8799999952316284
1588341788.2899804,2013,0.9100000262260437
1588341788.544894,2015,0.8999999761581421
1588341788.8021834,2017,0.9100000262260437
1588341789.5810332,2022,0.949999988079071
1588341789.9659894,2025,0.9700000286102295
1588341790.2138875,2027,0.9100000262260437
1588341790.3465,2028,0.9300000071525574
1588341790.6105525,2030,0.9700000286102295
1588341791.1276522,2033,0.8799999952316284
1588341791.521937,2036,0.8600000143051147
1588341791.7722354,2038,0.9599999785423279
1588341792.2939792,2041,0.8799999952316284
1588341792.6679788,2044,0.9399999976158142
1588341792.788703,2045,0.8899999856948853
1588341793.156365,2048,0.9300000071525574
1588341793.68945,2051,0.8700000047683716
1588341794.6896975,2059,0.9399999976158142
1588341794.8103423,2060,0.9399999976158142
1588341795.187436,2062,0.9200000166893005
1588341795.824733,2067,0.9100000262260437
1588341796.5912976,2072,0.949999988079071
1588341796.7119756,2073,0.8600000143051147
1588341796.8356135,2074,0.949999988079071
1588341797.08694,2076,0.9200000166893005
1588341797.212211,2077,0.8999999761581421
1588341797.4796035,2079,0.9100000262260437
1588341797.864611,2081,0.9599999785423279
1588341798.2455919,2084,0.8899999856948853
1588341798.3732405,2085,0.949999988079071
1588341798.8839676,2089,0.8999999761581421
1588341799.6592233,2094,0.8999999761581421
1588341799.9130692,2096,0.9300000071525574
1588341800.800987,2102,0.9100000262260437
1588341800.9595978,2103,0.9100000262260437
1588341801.0879676,2104,0.9100000262260437
1588341801.209292,2105,0.949999988079071
